date,store_id,product_code,product_name,main_category,sub_category,unit,stock_level,sales_quantity,expiration_days_left,ordered_quantity
2022-10,STORE_003,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,95,25,97,25
2022-10,STORE_004,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,105,65,124,60
2022-10,STORE_005,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,95,55,302,55
2022-10,STORE_001,P004,멀미약_4,일반의약품,멀미약,box,95,55,33,55
2022-10,STORE_002,P004,멀미약_4,일반의약품,멀미약,box,100,50,350,50
2022-10,STORE_003,P004,멀미약_4,일반의약품,멀미약,box,55,55,335,55
2022-10,STORE_004,P004,멀미약_4,일반의약품,멀미약,box,110,70,334,75
2022-10,STORE_005,P002,해열진통제_2,일반의약품,해열진통제,pack,110,60,51,55
2022-10,STORE_001,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,105,40,57,40
2022-10,STORE_004,P005,지사제_5,일반의약품,지사제,box,105,55,188,60
2022-10,STORE_003,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,95,45,246,40
2022-10,STORE_003,P015,구강청결제_15,의약외품,구강청결제,bottle,85,55,298,45
2022-10,STORE_004,P015,구강청결제_15,의약외품,구강청결제,bottle,65,35,105,25
2022-10,STORE_005,P015,구강청결제_15,의약외품,구강청결제,bottle,125,40,262,40
2022-10,STORE_001,P016,항암제_16,전문의약품,항암제,tube,125,60,216,55
2022-10,STORE_002,P016,항암제_16,전문의약품,항암제,tube,130,50,197,50
2022-10,STORE_003,P016,항암제_16,전문의약품,항암제,tube,110,45,75,35
2022-10,STORE_004,P016,항암제_16,전문의약품,항암제,tube,95,60,94,55
2022-10,STORE_005,P016,항암제_16,전문의약품,항암제,tube,115,40,106,40
2022-10,STORE_001,P017,감기약_17,일반의약품,감기약,tube,100,55,330,45
2022-10,STORE_002,P015,구강청결제_15,의약외품,구강청결제,bottle,95,45,97,35
2022-10,STORE_002,P017,감기약_17,일반의약품,감기약,tube,90,35,342,35
2022-10,STORE_004,P017,감기약_17,일반의약품,감기약,tube,75,20,326,15
2022-10,STORE_005,P017,감기약_17,일반의약품,감기약,tube,145,40,254,30
2022-10,STORE_001,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,95,55,219,55
2022-10,STORE_002,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,70,40,255,40
2022-10,STORE_003,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,85,65,71,55
2022-10,STORE_004,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,80,40,74,40
2022-10,STORE_005,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,60,45,39,45
2022-10,STORE_001,P019,외용제_19,일반의약품,외용제,bottle,95,35,44,30
2022-10,STORE_002,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,95,40,299,30
2022-10,STORE_003,P017,감기약_17,일반의약품,감기약,tube,100,60,130,65
2022-10,STORE_001,P015,구강청결제_15,의약외품,구강청결제,bottle,60,45,121,45
2022-10,STORE_002,P019,외용제_19,일반의약품,외용제,bottle,85,70,172,60
2022-10,STORE_004,P014,마스크_14,의약외품,마스크,bottle,75,40,183,40
2022-10,STORE_005,P014,마스크_14,의약외품,마스크,bottle,55,60,54,50
2022-10,STORE_005,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,150,80,167,70
2022-10,STORE_001,P011,지사제_11,일반의약품,지사제,bottle,130,50,265,45
2022-10,STORE_002,P011,지사제_11,일반의약품,지사제,bottle,105,35,218,35
2022-10,STORE_003,P011,지사제_11,일반의약품,지사제,bottle,100,40,312,40
2022-10,STORE_004,P011,지사제_11,일반의약품,지사제,bottle,130,30,280,25
2022-10,STORE_005,P011,지사제_11,일반의약품,지사제,bottle,145,55,68,55
2022-10,STORE_001,P012,손소독제_12,의약외품,손소독제,pack,90,35,284,40
2022-10,STORE_002,P012,손소독제_12,의약외품,손소독제,pack,170,30,99,30
2022-10,STORE_003,P012,손소독제_12,의약외품,손소독제,pack,110,65,275,50
2022-10,STORE_004,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,95,45,349,50
2022-10,STORE_005,P012,손소독제_12,의약외품,손소독제,pack,75,25,215,20
2022-10,STORE_001,P013,마스크_13,의약외품,마스크,box,90,65,51,55
2022-10,STORE_002,P013,마스크_13,의약외품,마스크,box,95,80,280,90
2022-10,STORE_003,P013,마스크_13,의약외품,마스크,box,80,50,294,40
2022-10,STORE_004,P013,마스크_13,의약외품,마스크,box,125,65,300,65
2022-10,STORE_005,P013,마스크_13,의약외품,마스크,box,105,60,323,60
2022-10,STORE_001,P014,마스크_14,의약외품,마스크,bottle,125,50,208,40
2022-10,STORE_002,P014,마스크_14,의약외품,마스크,bottle,105,20,345,15
2022-10,STORE_003,P014,마스크_14,의약외품,마스크,bottle,95,75,237,85
2022-10,STORE_004,P012,손소독제_12,의약외품,손소독제,pack,70,65,209,50
2022-11,STORE_004,P026,항암제_26,전문의약품,항암제,bottle,80,50,44,40
2022-11,STORE_003,P026,항암제_26,전문의약품,항암제,bottle,100,30,220,30
2022-11,STORE_002,P026,항암제_26,전문의약품,항암제,bottle,120,80,223,65
2022-11,STORE_002,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,75,65,253,55
2022-11,STORE_005,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,75,50,130,40
2022-11,STORE_004,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,50,40,264,45
2022-11,STORE_003,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,140,50,66,50
2022-11,STORE_001,P029,멀미약_29,일반의약품,멀미약,pack,90,100,292,105
2022-11,STORE_001,P026,항암제_26,전문의약품,항암제,bottle,85,70,273,65
2022-11,STORE_005,P026,항암제_26,전문의약품,항암제,bottle,85,70,170,80
2022-11,STORE_005,P027,멀미약_27,일반의약품,멀미약,box,140,55,185,55
2022-11,STORE_002,P027,멀미약_27,일반의약품,멀미약,box,105,50,266,45
2022-11,STORE_003,P027,멀미약_27,일반의약품,멀미약,box,100,60,171,45
2022-11,STORE_004,P027,멀미약_27,일반의약품,멀미약,box,70,40,309,35
2022-11,STORE_001,P028,멀미약_28,일반의약품,멀미약,pack,100,50,249,40
2022-11,STORE_002,P028,멀미약_28,일반의약품,멀미약,pack,95,50,290,40
2022-11,STORE_003,P028,멀미약_28,일반의약품,멀미약,pack,105,40,322,40
2022-11,STORE_004,P028,멀미약_28,일반의약품,멀미약,pack,90,60,82,50
2022-11,STORE_005,P028,멀미약_28,일반의약품,멀미약,pack,135,45,252,40
2022-11,STORE_001,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,95,75,211,65
2022-11,STORE_001,P027,멀미약_27,일반의약품,멀미약,box,80,20,178,15
2022-11,STORE_005,P024,방역용품_24,의약외품,방역용품,bottle,120,35,286,40
2022-11,STORE_004,P022,마스크_22,의약외품,마스크,pack,130,35,241,35
2022-11,STORE_003,P024,방역용품_24,의약외품,방역용품,bottle,85,45,320,40
2022-11,STORE_002,P029,멀미약_29,일반의약품,멀미약,pack,115,35,144,35
2022-11,STORE_003,P020,소화제_20,일반의약품,소화제,box,90,20,343,15
2022-11,STORE_004,P020,소화제_20,일반의약품,소화제,box,95,35,328,30
2022-11,STORE_005,P020,소화제_20,일반의약품,소화제,box,110,40,333,30
2022-11,STORE_001,P021,항암제_21,전문의약품,항암제,pack,90,55,278,45
2022-11,STORE_002,P021,항암제_21,전문의약품,항암제,pack,100,70,57,80
2022-11,STORE_003,P021,항암제_21,전문의약품,항암제,pack,120,75,243,85
2022-11,STORE_004,P021,항암제_21,전문의약품,항암제,pack,85,35,144,40
2022-11,STORE_005,P021,항암제_21,전문의약품,항암제,pack,140,15,50,10
2022-11,STORE_004,P024,방역용품_24,의약외품,방역용품,bottle,85,90,312,95
2022-11,STORE_001,P022,마스크_22,의약외품,마스크,pack,120,60,198,50
2022-11,STORE_003,P022,마스크_22,의약외품,마스크,pack,110,50,204,40
2022-11,STORE_005,P022,마스크_22,의약외품,마스크,pack,65,25,245,20
2022-11,STORE_001,P023,진통소염제_23,전문의약품,진통소염제,bottle,115,45,354,40
2022-11,STORE_002,P023,진통소염제_23,전문의약품,진통소염제,bottle,105,30,45,25
2022-11,STORE_003,P023,진통소염제_23,전문의약품,진통소염제,bottle,125,25,318,25
2022-11,STORE_004,P023,진통소염제_23,전문의약품,진통소염제,bottle,150,80,305,80
2022-11,STORE_005,P023,진통소염제_23,전문의약품,진통소염제,bottle,120,65,318,70
2022-11,STORE_001,P024,방역용품_24,의약외품,방역용품,bottle,100,45,248,50
2022-11,STORE_002,P024,방역용품_24,의약외품,방역용품,bottle,120,55,247,45
2022-11,STORE_002,P022,마스크_22,의약외품,마스크,pack,130,55,342,65
2022-11,STORE_004,P029,멀미약_29,일반의약품,멀미약,pack,110,45,235,35
2022-11,STORE_002,P020,소화제_20,일반의약품,소화제,box,170,40,58,45
2022-11,STORE_001,P030,진통소염제_30,전문의약품,진통소염제,tube,110,80,231,80
2022-11,STORE_001,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,105,50,142,40
2022-11,STORE_002,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,80,50,142,45
2022-11,STORE_003,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,55,40,347,45
2022-11,STORE_004,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,140,65,261,65
2022-11,STORE_005,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,110,60,349,45
2022-11,STORE_001,P036,항암제_36,전문의약품,항암제,tube,150,35,324,30
2022-11,STORE_002,P036,항암제_36,전문의약품,항암제,tube,115,40,78,45
2022-11,STORE_003,P036,항암제_36,전문의약품,항암제,tube,120,30,254,35
2022-11,STORE_004,P036,항암제_36,전문의약품,항암제,tube,110,70,249,80
2022-11,STORE_005,P034,체온계_34,의약외품,체온계,bottle,115,60,37,65
2022-11,STORE_005,P036,항암제_36,전문의약품,항암제,tube,125,50,44,50
2022-11,STORE_002,P037,방역용품_37,의약외품,방역용품,tube,70,70,55,55
2022-11,STORE_003,P037,방역용품_37,의약외품,방역용품,tube,130,35,304,35
2022-11,STORE_004,P037,방역용품_37,의약외품,방역용품,tube,110,40,39,35
2022-11,STORE_005,P037,방역용품_37,의약외품,방역용품,tube,105,40,235,35
2022-11,STORE_001,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,85,50,174,45
2022-11,STORE_002,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,75,35,178,35
2022-11,STORE_003,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,105,45,299,35
2022-11,STORE_004,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,90,65,304,75
2022-11,STORE_005,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,110,60,120,65
2022-11,STORE_001,P037,방역용품_37,의약외품,방역용품,tube,115,60,131,55
2022-11,STORE_005,P029,멀미약_29,일반의약품,멀미약,pack,125,30,339,30
2022-11,STORE_004,P034,체온계_34,의약외품,체온계,bottle,100,45,213,40
2022-11,STORE_002,P034,체온계_34,의약외품,체온계,bottle,70,35,205,30
2022-11,STORE_002,P030,진통소염제_30,전문의약품,진통소염제,tube,90,55,265,55
2022-11,STORE_003,P030,진통소염제_30,전문의약품,진통소염제,tube,55,65,69,55
2022-11,STORE_004,P030,진통소염제_30,전문의약품,진통소염제,tube,60,25,116,20
2022-11,STORE_005,P030,진통소염제_30,전문의약품,진통소염제,tube,90,85,181,80
2022-11,STORE_001,P031,방역용품_31,의약외품,방역용품,pack,100,30,63,30
2022-11,STORE_002,P031,방역용품_31,의약외품,방역용품,pack,100,65,250,55
2022-11,STORE_003,P031,방역용품_31,의약외품,방역용품,pack,105,80,295,85
2022-11,STORE_004,P031,방역용품_31,의약외품,방역용품,pack,60,60,39,60
2022-11,STORE_005,P031,방역용품_31,의약외품,방역용품,pack,130,40,246,40
2022-11,STORE_003,P034,체온계_34,의약외품,체온계,bottle,95,75,259,75
2022-11,STORE_001,P032,해열진통제_32,일반의약품,해열진통제,box,80,50,85,55
2022-11,STORE_003,P032,해열진통제_32,일반의약품,해열진통제,box,100,55,321,60
2022-11,STORE_004,P032,해열진통제_32,일반의약품,해열진통제,box,110,75,172,60
2022-11,STORE_005,P032,해열진통제_32,일반의약품,해열진통제,box,110,50,253,55
2022-11,STORE_001,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,115,35,269,25
2022-11,STORE_002,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,115,25,76,20
2022-11,STORE_003,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,115,55,115,45
2022-11,STORE_004,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,85,45,269,40
2022-11,STORE_005,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,105,75,143,85
2022-11,STORE_001,P034,체온계_34,의약외품,체온계,bottle,100,40,119,35
2022-11,STORE_002,P032,해열진통제_32,일반의약품,해열진통제,box,110,25,337,20
2022-11,STORE_001,P020,소화제_20,일반의약품,소화제,box,95,55,162,65
2022-11,STORE_003,P029,멀미약_29,일반의약품,멀미약,pack,95,60,56,45
2022-11,STORE_004,P019,외용제_19,일반의약품,외용제,bottle,80,45,298,50
2022-11,STORE_001,P006,항생제_6,전문의약품,항생제,pack,115,35,148,25
2022-11,STORE_002,P006,항생제_6,전문의약품,항생제,pack,95,40,32,30
2022-11,STORE_003,P006,항생제_6,전문의약품,항생제,pack,80,85,36,75
2022-11,STORE_004,P006,항생제_6,전문의약품,항생제,pack,115,70,240,65
2022-11,STORE_005,P006,항생제_6,전문의약품,항생제,pack,90,60,33,65
2022-11,STORE_001,P007,정신신경용제_7,전문의약품,정신신경용제,box,85,45,320,40
2022-11,STORE_002,P007,정신신경용제_7,전문의약품,정신신경용제,box,90,50,261,40
2022-11,STORE_003,P007,정신신경용제_7,전문의약품,정신신경용제,box,95,65,352,55
2022-11,STORE_004,P007,정신신경용제_7,전문의약품,정신신경용제,box,80,45,297,45
2022-11,STORE_005,P005,지사제_5,일반의약품,지사제,box,100,60,137,70
2022-11,STORE_005,P007,정신신경용제_7,전문의약품,정신신경용제,box,95,50,64,45
2022-11,STORE_002,P008,소화제_8,일반의약품,소화제,tube,100,15,326,10
2022-11,STORE_003,P008,소화제_8,일반의약품,소화제,tube,95,55,68,60
2022-11,STORE_004,P008,소화제_8,일반의약품,소화제,tube,120,70,118,65
2022-11,STORE_005,P008,소화제_8,일반의약품,소화제,tube,120,65,303,65
2022-11,STORE_001,P009,진통소염제_9,전문의약품,진통소염제,bottle,85,25,199,20
2022-11,STORE_002,P009,진통소염제_9,전문의약품,진통소염제,bottle,100,25,198,20
2022-11,STORE_003,P009,진통소염제_9,전문의약품,진통소염제,bottle,70,75,218,60
2022-11,STORE_004,P009,진통소염제_9,전문의약품,진통소염제,bottle,80,25,82,20
2022-11,STORE_005,P009,진통소염제_9,전문의약품,진통소염제,bottle,100,45,93,40
2022-11,STORE_001,P008,소화제_8,일반의약품,소화제,tube,130,40,145,40
2022-11,STORE_001,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,85,55,126,65
2022-11,STORE_004,P005,지사제_5,일반의약품,지사제,box,80,40,117,30
2022-11,STORE_002,P005,지사제_5,일반의약품,지사제,box,85,45,230,40
2022-11,STORE_002,P001,감기약_1,일반의약품,감기약,box,100,60,109,60
2022-11,STORE_003,P001,감기약_1,일반의약품,감기약,box,145,60,224,60
2022-11,STORE_004,P001,감기약_1,일반의약품,감기약,box,100,25,340,20
2022-11,STORE_005,P001,감기약_1,일반의약품,감기약,box,85,35,174,30
2022-11,STORE_001,P002,해열진통제_2,일반의약품,해열진통제,pack,75,70,337,80
2022-11,STORE_002,P002,해열진통제_2,일반의약품,해열진통제,pack,60,35,223,30
2022-11,STORE_003,P002,해열진통제_2,일반의약품,해열진통제,pack,65,50,260,50
2022-11,STORE_004,P002,해열진통제_2,일반의약품,해열진통제,pack,50,65,91,60
2022-11,STORE_005,P002,해열진통제_2,일반의약품,해열진통제,pack,135,55,321,50
2022-11,STORE_003,P005,지사제_5,일반의약품,지사제,box,95,35,264,30
2022-11,STORE_001,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,135,45,50,50
2022-11,STORE_003,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,95,25,84,20
2022-11,STORE_004,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,90,50,116,55
2022-11,STORE_005,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,120,60,287,55
2022-11,STORE_001,P004,멀미약_4,일반의약품,멀미약,box,100,60,65,50
2022-11,STORE_002,P004,멀미약_4,일반의약품,멀미약,box,55,15,181,15
2022-11,STORE_003,P004,멀미약_4,일반의약품,멀미약,box,120,55,238,60
2022-11,STORE_004,P004,멀미약_4,일반의약품,멀미약,box,90,50,242,40
2022-11,STORE_005,P004,멀미약_4,일반의약품,멀미약,box,100,50,56,50
2022-11,STORE_001,P005,지사제_5,일반의약품,지사제,box,80,55,283,55
2022-11,STORE_002,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,100,75,86,65
2022-11,STORE_002,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,95,20,95,15
2022-11,STORE_001,P001,감기약_1,일반의약품,감기약,box,85,65,244,50
2022-11,STORE_003,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,110,65,188,55
2022-11,STORE_004,P015,구강청결제_15,의약외품,구강청결제,bottle,130,40,131,30
2022-11,STORE_005,P015,구강청결제_15,의약외품,구강청결제,bottle,80,75,121,65
2022-11,STORE_001,P016,항암제_16,전문의약품,항암제,tube,90,25,318,20
2022-11,STORE_002,P016,항암제_16,전문의약품,항암제,tube,125,25,315,20
2022-11,STORE_003,P016,항암제_16,전문의약품,항암제,tube,100,45,260,50
2022-11,STORE_004,P016,항암제_16,전문의약품,항암제,tube,60,65,93,70
2022-11,STORE_005,P016,항암제_16,전문의약품,항암제,tube,85,65,135,70
2022-11,STORE_005,P019,외용제_19,일반의약품,외용제,bottle,90,80,355,75
2022-11,STORE_002,P017,감기약_17,일반의약품,감기약,tube,130,55,217,55
2022-11,STORE_003,P015,구강청결제_15,의약외품,구강청결제,bottle,80,55,186,55
2022-11,STORE_003,P017,감기약_17,일반의약품,감기약,tube,105,70,175,60
2022-11,STORE_005,P017,감기약_17,일반의약품,감기약,tube,75,30,304,25
2022-11,STORE_001,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,105,65,199,70
2022-11,STORE_002,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,130,60,45,65
2022-11,STORE_003,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,80,55,206,50
2022-11,STORE_004,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,100,60,315,65
2022-11,STORE_005,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,95,60,163,65
2022-11,STORE_001,P019,외용제_19,일반의약품,외용제,bottle,105,45,359,35
2022-11,STORE_002,P019,외용제_19,일반의약품,외용제,bottle,125,35,55,35
2022-11,STORE_003,P019,외용제_19,일반의약품,외용제,bottle,70,55,118,55
2022-11,STORE_004,P017,감기약_17,일반의약품,감기약,tube,130,25,143,20
2022-11,STORE_002,P015,구강청결제_15,의약외품,구강청결제,bottle,100,35,91,40
2022-11,STORE_001,P017,감기약_17,일반의약품,감기약,tube,90,60,100,50
2022-11,STORE_005,P014,마스크_14,의약외품,마스크,bottle,110,40,31,30
2022-11,STORE_001,P015,구강청결제_15,의약외품,구강청결제,bottle,95,45,135,40
2022-11,STORE_005,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,150,50,193,50
2022-11,STORE_001,P011,지사제_11,일반의약품,지사제,bottle,90,45,259,40
2022-11,STORE_002,P011,지사제_11,일반의약품,지사제,bottle,100,60,203,70
2022-11,STORE_003,P011,지사제_11,일반의약품,지사제,bottle,110,40,229,45
2022-11,STORE_004,P011,지사제_11,일반의약품,지사제,bottle,95,65,294,50
2022-11,STORE_005,P011,지사제_11,일반의약품,지사제,bottle,75,65,66,50
2022-11,STORE_001,P012,손소독제_12,의약외품,손소독제,pack,105,55,254,55
2022-11,STORE_002,P012,손소독제_12,의약외품,손소독제,pack,85,60,351,60
2022-11,STORE_003,P012,손소독제_12,의약외품,손소독제,pack,105,55,95,45
2022-11,STORE_004,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,65,55,98,60
2022-11,STORE_005,P012,손소독제_12,의약외품,손소독제,pack,120,35,330,40
2022-11,STORE_004,P012,손소독제_12,의약외품,손소독제,pack,150,60,238,55
2022-11,STORE_003,P014,마스크_14,의약외품,마스크,bottle,90,30,129,30
2022-11,STORE_002,P014,마스크_14,의약외품,마스크,bottle,65,55,321,45
2022-11,STORE_001,P014,마스크_14,의약외품,마스크,bottle,100,55,336,45
2022-11,STORE_004,P014,마스크_14,의약외품,마스크,bottle,130,55,102,50
2022-11,STORE_004,P013,마스크_13,의약외품,마스크,box,80,35,146,40
2022-11,STORE_003,P013,마스크_13,의약외품,마스크,box,90,40,344,35
2022-11,STORE_002,P013,마스크_13,의약외품,마스크,box,125,55,97,50
2022-11,STORE_001,P013,마스크_13,의약외품,마스크,box,120,35,45,35
2022-11,STORE_005,P013,마스크_13,의약외품,마스크,box,75,60,339,55
2022-12,STORE_004,P026,항암제_26,전문의약품,항암제,bottle,85,50,58,55
2022-12,STORE_002,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,170,35,174,25
2022-12,STORE_003,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,100,45,81,45
2022-12,STORE_004,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,75,40,57,35
2022-12,STORE_005,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,65,50,204,55
2022-12,STORE_001,P026,항암제_26,전문의약품,항암제,bottle,75,60,88,45
2022-12,STORE_002,P026,항암제_26,전문의약품,항암제,bottle,80,75,218,85
2022-12,STORE_003,P026,항암제_26,전문의약품,항암제,bottle,120,65,258,55
2022-12,STORE_005,P026,항암제_26,전문의약품,항암제,bottle,80,55,307,50
2022-12,STORE_001,P028,멀미약_28,일반의약품,멀미약,pack,105,35,150,25
2022-12,STORE_002,P027,멀미약_27,일반의약품,멀미약,box,90,60,60,60
2022-12,STORE_003,P027,멀미약_27,일반의약품,멀미약,box,110,45,106,40
2022-12,STORE_004,P027,멀미약_27,일반의약품,멀미약,box,95,40,254,45
2022-12,STORE_005,P027,멀미약_27,일반의약품,멀미약,box,80,30,126,30
2022-12,STORE_002,P028,멀미약_28,일반의약품,멀미약,pack,105,45,305,40
2022-12,STORE_003,P028,멀미약_28,일반의약품,멀미약,pack,90,65,350,70
2022-12,STORE_004,P028,멀미약_28,일반의약품,멀미약,pack,115,50,255,50
2022-12,STORE_005,P028,멀미약_28,일반의약품,멀미약,pack,85,50,176,55
2022-12,STORE_001,P029,멀미약_29,일반의약품,멀미약,pack,100,30,101,25
2022-12,STORE_001,P027,멀미약_27,일반의약품,멀미약,box,90,75,84,80
2022-12,STORE_001,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,75,40,283,35
2022-12,STORE_003,P020,소화제_20,일반의약품,소화제,box,135,45,143,45
2022-12,STORE_004,P024,방역용품_24,의약외품,방역용품,bottle,85,60,316,45
2022-12,STORE_002,P029,멀미약_29,일반의약품,멀미약,pack,55,45,262,35
2022-12,STORE_004,P020,소화제_20,일반의약품,소화제,box,100,65,94,70
2022-12,STORE_005,P020,소화제_20,일반의약품,소화제,box,85,40,193,45
2022-12,STORE_001,P021,항암제_21,전문의약품,항암제,pack,125,65,243,70
2022-12,STORE_002,P021,항암제_21,전문의약품,항암제,pack,90,20,354,15
2022-12,STORE_003,P021,항암제_21,전문의약품,항암제,pack,110,30,286,35
2022-12,STORE_004,P021,항암제_21,전문의약품,항암제,pack,100,60,86,60
2022-12,STORE_005,P021,항암제_21,전문의약품,항암제,pack,100,20,263,20
2022-12,STORE_001,P022,마스크_22,의약외품,마스크,pack,110,55,90,60
2022-12,STORE_002,P022,마스크_22,의약외품,마스크,pack,120,70,75,65
2022-12,STORE_003,P022,마스크_22,의약외품,마스크,pack,70,65,230,55
2022-12,STORE_004,P022,마스크_22,의약외품,마스크,pack,115,50,56,50
2022-12,STORE_005,P022,마스크_22,의약외품,마스크,pack,65,60,189,65
2022-12,STORE_001,P023,진통소염제_23,전문의약품,진통소염제,bottle,90,80,164,90
2022-12,STORE_002,P023,진통소염제_23,전문의약품,진통소염제,bottle,125,30,46,30
2022-12,STORE_003,P023,진통소염제_23,전문의약품,진통소염제,bottle,100,40,144,40
2022-12,STORE_004,P023,진통소염제_23,전문의약품,진통소염제,bottle,60,55,110,60
2022-12,STORE_005,P023,진통소염제_23,전문의약품,진통소염제,bottle,115,35,351,30
2022-12,STORE_001,P024,방역용품_24,의약외품,방역용품,bottle,105,45,31,45
2022-12,STORE_002,P024,방역용품_24,의약외품,방역용품,bottle,85,40,224,35
2022-12,STORE_003,P024,방역용품_24,의약외품,방역용품,bottle,110,35,90,35
2022-12,STORE_005,P024,방역용품_24,의약외품,방역용품,bottle,85,65,304,55
2022-12,STORE_003,P029,멀미약_29,일반의약품,멀미약,pack,95,45,150,35
2022-12,STORE_002,P034,체온계_34,의약외품,체온계,bottle,110,60,153,70
2022-12,STORE_005,P029,멀미약_29,일반의약품,멀미약,pack,125,45,217,35
2022-12,STORE_002,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,115,60,323,50
2022-12,STORE_003,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,75,60,298,55
2022-12,STORE_004,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,110,60,84,65
2022-12,STORE_005,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,100,55,314,50
2022-12,STORE_001,P036,항암제_36,전문의약품,항암제,tube,90,40,192,35
2022-12,STORE_002,P036,항암제_36,전문의약품,항암제,tube,85,80,69,70
2022-12,STORE_003,P036,항암제_36,전문의약품,항암제,tube,100,45,62,40
2022-12,STORE_004,P036,항암제_36,전문의약품,항암제,tube,75,55,283,45
2022-12,STORE_005,P036,항암제_36,전문의약품,항암제,tube,110,65,354,50
2022-12,STORE_001,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,95,30,218,25
2022-12,STORE_001,P037,방역용품_37,의약외품,방역용품,tube,80,35,345,30
2022-12,STORE_003,P037,방역용품_37,의약외품,방역용품,tube,95,40,274,45
2022-12,STORE_004,P037,방역용품_37,의약외품,방역용품,tube,95,80,189,65
2022-12,STORE_005,P037,방역용품_37,의약외품,방역용품,tube,100,65,258,75
2022-12,STORE_001,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,95,70,42,55
2022-12,STORE_002,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,105,50,173,40
2022-12,STORE_003,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,110,75,89,65
2022-12,STORE_004,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,95,50,136,45
2022-12,STORE_005,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,105,40,249,45
2022-12,STORE_002,P020,소화제_20,일반의약품,소화제,box,100,50,299,50
2022-12,STORE_002,P037,방역용품_37,의약외품,방역용품,tube,105,50,264,50
2022-12,STORE_005,P034,체온계_34,의약외품,체온계,bottle,110,75,141,80
2022-12,STORE_004,P034,체온계_34,의약외품,체온계,bottle,155,65,124,65
